Timestamp,Message
2025-04-29 02:35:20.637350,"Element '//*[contains(text(), ""Approval required for access role request"")]/ancestor::tr[@rr=""2""]//span[contains(text(), ""Approval required for access role request"") and not(@id=""WD01AF"")]' clicked."
2025-04-29 02:35:25.661682,Driver initialized
2025-04-29 02:35:25.740904,Function executed successfully for element content_frame.
2025-04-29 02:35:32.783129,Driver initialized
2025-04-29 02:35:32.824414,"Function executed successfully for element //*[@class=""lsPageHeaderTitle--text-overflow""]."
2025-04-29 02:35:32.979872,Driver initialized
2025-04-29 02:35:33.004039,Function executed successfully for element iframe.
2025-04-29 02:35:33.025545,Driver initialized
2025-04-29 02:35:33.082111,Function executed successfully for element content_frame.
2025-04-29 02:35:33.101566,Driver initialized
2025-04-29 02:35:33.162227,"Function executed successfully for element //*[contains(text(), ""Approval required for access role request"")]/ancestor::tr[@rr=""1""]//span[contains(text(), ""Approval required for access role request"") and not(@id=""WD01AF"")]."
2025-04-29 02:35:33.412443,"Element '//*[contains(text(), ""Approval required for access role request"")]/ancestor::tr[@rr=""1""]//span[contains(text(), ""Approval required for access role request"") and not(@id=""WD01AF"")]' clicked."
2025-04-29 02:35:38.438931,Driver initialized
2025-04-29 02:35:38.670901,Function executed successfully for element content_frame.
2025-04-29 02:35:44.026438,Driver initialized
2025-04-29 02:35:44.061210,"Function executed successfully for element //*[@class=""lsPageHeaderTitle--text-overflow""]."
2025-04-29 02:35:44.216266,Driver initialized
2025-04-29 02:35:44.244058,Function executed successfully for element iframe.
2025-04-29 02:35:44.264809,Driver initialized
2025-04-29 02:35:44.324063,Function executed successfully for element content_frame.
2025-04-29 02:35:52.601505,Driver initialized
2025-04-29 02:36:12.797257,"Timeout occurred while waiting for //*[@acf=""Hndl""] to load."
2025-04-29 02:36:12.804197,Driver initialized
2025-04-29 02:36:13.368826,"Function executed successfully for element //*[@acf=""PNext""]."
2025-04-29 02:36:30.438586,"Error during automation: Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: MicrosoftEdge=135.0.3179.98)
Stacktrace:
	GetHandleVerifier [0x00007FF6487D7A55+24981]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF64872AC60+444240]
	Microsoft::Applications::Events::EventProperty::to_string [0x00007FF648A5E0EA+2011274]
	(No symbol) [0x00007FF6484DC2B5]
	(No symbol) [0x00007FF64856EBF0]
	(No symbol) [0x00007FF6485861EA]
	(No symbol) [0x00007FF648568E03]
	(No symbol) [0x00007FF64853D686]
	(No symbol) [0x00007FF64853CB92]
	(No symbol) [0x00007FF64853D4B3]
	(No symbol) [0x00007FF64863900D]
	Microsoft::Applications::Events::EventProperty::~EventProperty [0x00007FF648646943+41539]
	Microsoft::Applications::Events::EventProperty::~EventProperty [0x00007FF64863FC79+13689]
	Microsoft::Applications::Events::EventProperty::to_string [0x00007FF6488BA04A+290794]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF648737D31+497697]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF648730BB4+468644]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF648730D03+468979]
	Microsoft::Applications::Events::ILogConfiguration::operator* [0x00007FF648722E16+411910]
	BaseThreadInitThunk [0x00007FFCA7FD259D+29]
	RtlUserThreadStart [0x00007FFCA976AF38+40]
"
2025-04-29 02:40:06.735802,Edge WebDriver initialized successfully
2025-04-29 02:40:47.442925,Edge WebDriver initialized successfully
2025-04-29 02:41:24.133495,Edge WebDriver initialized successfully
2025-04-29 02:41:24.138594,Driver initialized
2025-04-29 02:41:30.535733,Driver initialized
2025-04-29 02:41:30.573736,Function executed successfully for element body.
2025-04-29 02:41:30.578353,Browser opened.
2025-04-29 02:41:32.586385,Driver initialized
2025-04-29 02:41:32.617859,Function executed successfully for element iframe.
2025-04-29 02:41:32.647698,Driver initialized
2025-04-29 02:41:32.726637,Function executed successfully for element iFrameId_1745865689306.
2025-04-29 02:41:57.244980,Driver initialized
2025-04-29 02:41:57.347867,Function executed successfully for element content_frame.
2025-04-29 02:41:57.372359,Driver initialized
2025-04-29 02:42:17.430187,"Timeout occurred while waiting for //*[@acf=""Hndl""] to load."
2025-04-29 02:42:17.439889,Driver initialized
2025-04-29 02:42:17.689810,"Function executed successfully for element //*[@acf=""PNext""]."
